rawContent,date,lang
@ActuFoot_ Il a plus marqué la Premier League et la ville de Manchester que l'immonde cr7,2023-04-11,fr
"@TozzaFla Aí bagunça o coreto.O velho faz charminho, pede dinheiro, pede tempo.O careca recusa Premier League e declara sonho em treinar o Flamengo.Tá bagunçando o mercado assim. O dólar vai até cair desse jeito.",2023-04-11,pt
@AnfieldWatch Italians have not worked very well in the premier League out of all the European leagues.,2023-04-11,en
Can anyone explain why Thomas Tuchel is one of the best?Borussia DortmundNo Bundesliga title wins.No Champions League title wins.Paris Saint-Germain2x Ligue 1 title wins.No Champions League title wins.ChelseaNo Premier League title wins.1x Champions League title wins.,2023-04-11,en
Lo que tienen estos dos en esta temporada puede hacer la diferencia en todas las competencias… #FACup #ChampionsLeague #PremierLeague #Haaland #Grealish https://t.co/WsjzKZSEqS,2023-04-11,es
"Is like Man city still trying never to give up Premier league tittle race with Gunners..,hmm",2023-04-11,en
@TipsterDaebreak Delete the post then the premier league make y’all compare  Goats to sheep’s …,2023-04-11,en
@Levi1834 @BobbyFlairmino @WilcoFtbl He’s leaving with a premier league tots appearance.,2023-04-11,en
@oficialsincerao Fora o fato que até hoje ele é o maior artilheiro em gols de falta da Premier League,2023-04-11,pt
"@ShipSoccer @CPLCavalryFC @ForgeFCHamilton @BigRockBrewery products will be on happy hour pricing two hours before the game. Every purchase gets you a ballot to win a jersey or a scarf.That other Premier League Man City and Leicester will be shown earlier that morning, and @atletiOttawa and @HFXWanderersFC at 11 AM.",2023-04-11,en
"Top 🔝 10 da Premier league até o momento, alguma coisa vai mudar? Quem será o campeão City ou Arsenal?🤔 https://t.co/9afCmsWOG9",2023-04-11,pt
Erling Haaland Makes History! Erling Haaland scored 45 goals this season across all competitions and are the most by a Premier League player EVER📈#ManCity @ErlingHaaland https://t.co/q5fYnufJ0y,2023-04-11,en
"Tomorrow, 9:00 AMSuper Kings vs Royals, 17th MatchIndian Premier LeagueClick here to view squads, players to watch out, head-to-head in the last 5 matches between these 2 teams, and more @espncricinfo : https://t.co/ViX0nB4U8L#RRvsCSK#SanjuSamson #MSDhoni#TATAIPL2023",2023-04-11,en
"Whatever it takes, Manchester City will be the 2022/23 English Premier League champions. Not because I am a RED. City looks better and Arsenal are about to drop points.",2023-04-11,en
"Manda ele botar a uefa lá na premier league porque tá dando certo pra ele não kkk, jogar no time que sempre foi ajudado por arbitragem e mole, agora a gente tá conhecendo o Casemiro de verdade kkk mt fraco",2023-04-11,pt
@Emirhansipahii @demarkesports Zaten tek saydığım takımlarda değil premier league takımlarının  çoğu hatta hepsinin sahibi var neden onlar için pankart açmıyorlar çünkü asıl olay politik fln değil artık eski sistemde kalan takımların Şirket kulüpleri ile para konusunda baş edememesi,2023-04-11,tr
@futebol_info @Metropoles @euleodias Imagina ele jogando na Premier League pqp,2023-04-11,pt
@SkySportsPL People are just hoping that Man City will make the Premier League interesting again. Man City to the rescue. Arsenal will win the title. It's over.,2023-04-11,en
this is so funny because its literally the opposite. Haaland is very physical andd Drogba was one of the best technical strikers in the premier league.,2023-04-11,en
"@Carra23 Vidic has 5 more premier league titles than you, he has 4 more premier league titles that Virginia Van Disney and 4 more premier league titles than Liverpool fc",2023-04-11,en
"@IsadoraBasile Sobre Premier League, torça para o Manchester UnitedSimplesmente é o clube com mais prestígioTem o jogador mais gato de todos os tempos entre as suas lendas. E o elenco atual é bom tambémAgora no Brasil eu se fosse você torcia pra qualquer um, importante é se divertir xD https://t.co/ryTezsK2DL",2023-04-11,pt
@ANSEBAFREEDOM @JoeTseGy They claimed Ashenda; the Adwa victory; Arsenal (England’s premier league team) and everything under the sun so this is nothing 😆,2023-04-11,en
"@trunksRM Porque en la Champions o en la liga no permiten ese tipo de entradas al tobillo a matar , en la Premier League se juega más limpio ,y hoy por hoy para mí es la mejor liga del mundo hace ya algunos añitos!!!",2023-04-11,es
@Stevedimanche @DAVETV_9 Yon f premier league lan tounen championnat katye nap minimize sa😂..Ane pase ekip neg la pedi yon sel match nn ldc an.. Real soti d nul part ak yon ekip viktwa.. 🤔.. C pa rezilta selman.. Li montre li k f sal vle ak ekip lan e lap bay rezilta,2023-04-11,ht
"My Heart: We in the premier league on the final day with victory over wolves. My prediction: We come 2nd 3 points behind City, losing to City and Newcastle away. City will win all their games. #TitleRace",2023-04-11,en
"@CFCUruguay Ojo con esas declaraciones 😅Este partido es un cara y sello, o jugamos como contra el Dortmund o en modo Premier League 😅",2023-04-11,es
@wuds100 @BenStandig @novy_williams Premier League teams were involved in the Super League but either way there’s no overhaul around the corner.,2023-04-11,en
"@DonaLuciaHexa Tudo bem concordo, mas deixem o Arsenal ganhar a Premier League, por favor 🙏🏻",2023-04-11,pt
"@valaksccp City pra começar não vai ganhar ND esse ano ,nem a Premier League",2023-04-11,pt
Premier League Messi,2023-04-11,fr
@brianlfc0210 @Tannor__k @centredevils No dude I don’t - your telling me a guy with 1 PL is the best defender of all time in the premier league 😂😂😂 the Bramble point was you trying to be smart and it backfired big time! Thought you gave up? How’s Bellingham? 😂😂😂😂,2023-04-11,en
Honestly just realised today that the same football club who were fighting for relegation are now 6th in the Premier League.Full respect to Dean Smith though#avfc,2023-04-11,en
"@ownnner9 @syedesyerston Essa própria partida do Sommer foi mto boa, nenhum erro dele resultou em gol, e o city não estar no topo da Premier League, tem como boa parte da culpa o Ederson, tipo aquele pênalti ridículo que o saka fez",2023-04-11,pt
"CHN Radio Ep 151 - Bad week for the Premier League, ASM Signs and more NUFC news #NUFCPodcast #ComingHome #NUFCFans #ToonArmy #NUFC https://t.co/shCh6Q6kOm",2023-04-11,en
"So far, Erling Haaland has scored 45 goals this season, with Premier League players scoring the most goals in all competitions in a single season. https://t.co/TjnNC9QPPi",2023-04-11,en
@Chelsearory he isn’t taking it easy on you is he? 45 goals in all comps. More than any premier league player EVER. In his first season with upto 16 games to go…. How’s that establishment? #haaland #viking #robot,2023-04-11,en
@DiegoRua11 Obsessão deles e a champions. Papo reto de premier league eles nem ligam mais direito,2023-04-11,pt
📊 |  Haaland scores his 45th goal this season and becomes the player who scores the most goals with a club in the Premier League during one season.  🤖🤖 🔥 https://t.co/8g32ZQQ7Ob,2023-04-11,en
Haaland breaking the record of most goals by a premier league player in all comps isn’t talked about with 50+ g/a,2023-04-11,en
ERLING HAALAND MAKES HISTORY!His 45 goals this season across competitions are the most by a Premier League player EVER 📈 https://t.co/23rUYNOoUT,2023-04-11,en
🚨Record Breaker | Most goals in a single season for a Premier League club in all competitions:🇳🇴45 - Erling Haaland (22/23)🇳🇱44 - Ruud van Nistelrooy (02/03)🇪🇬44 - Mohamed Salah (17/18)Erling Haaland is a machine🤖 https://t.co/o2jyHuEd8E,2023-04-11,en
HISTÓRICO 😲#ErlingHaaland es el primer y único jugador en toda la historia de la Premier League en lograr 45 goles en una sola temporada.La cifra es un acumulado de todas las competencias. Nadie ha anotado tanto como él en ese mismo tiempo.#FanManía https://t.co/DC1dQs8zbA,2023-04-11,es
"Can't believe I'm even saying this, still gotta see the gunners win Premier League coz ain't no way we having two “three in a row”s in the Premier League. #gunnersfortheprem",2023-04-11,en
Who will win the Premier League?,2023-04-11,en
Arsenal Line-up Against Premier League’s Top Six Clubs This Season https://t.co/r1E2CzlLKY,2023-04-11,en
Peak Hazard vs Fraud Mo Salah in the Premier League 📷 https://t.co/cM5vAkdC8B,2023-04-11,en
"Esperando um telefonema do Flamengo, Jorge Sampaoli recusou proposta do Nottingham Forest, da Premier League.De acordo com informações da @simpraisa, o treinador sonha em trabalhar no Mais Querido, mas ainda não recebeu uma oferta.(+)",2023-04-11,pt
"@fmnezes pq vc ta falando assim do dede?se vc nao sabe ele ja foi campeao de:🏆 1x - ligue 2 (sendo protagonista)🏆 1x - Copa da frança (sendo protagonista, eliminando lion e psg)agora está na premier league em busca de novos ares",2023-04-11,pt
@LatteFirm @now_arsenaI Let no one tell you that Manchester City are having a terrible season we are going to head with the best Premier League team of all time and you have to perfect to win the league even if you get 99points you can fail to win...we have to be proud of the boys this season,2023-04-11,en
"@arielipillo Pero si vos decias que era solo MARKETING, que no marcaría más de 18 goles en Premier League.",2023-04-11,es
David McWilliams noted that the Premier League is a leading example of British soft power. I’d argue that British universities and boarding schools have even greater clout.,2023-04-11,en
"Me as an Arsenal fan ,when I see how Manchester City humbled Bayern Munich and I remembered that we are competing against this monsters for the  Premier league  title. https://t.co/qQWRhtdjQV",2023-04-11,en
Man City winning the Champions League and Arsenal winning the Premier League2023 might be the worst year to be alive,2023-04-11,en
@josasc Quien te conoce premier league,2023-04-11,es
@FabrizioRomano He's been awful. Goes missing in most games. Pace of the premier league is too quick for him. #nffc,2023-04-11,en
Erling Haaland est le premier joueur de l'histoire du Premier League à marquer  45 buts toutes compétitions   confondues en une seule saison. https://t.co/EbpuwXgq20,2023-04-11,fr
"@LFCTransferRoom @DominicKing_DM @LFC We’re absolutely fucking washed. Champions of Europe, then winning the Premier League and the only top quality signing we made can only play 20 games a season. Now we’re back shopping for rivals dead wood and players with one-off good seasons like we’re poor fuckers. Painful.",2023-04-11,en
"@abdlhdnr_ @idextratime etihad termasuk stadion yang paling murah di premier league klo masalah tiket, setahuku begitu",2023-04-11,in
If the premier league wanted they could force their hands and make them sell for cheap and quick like they did with Chelsea but nah.,2023-04-11,en
ERLING HAALAND MAKES HISTORY!His 45 goals this season across competitions are the most by a Premier League player EVER #Haaland #PremierLeague #ManchesterCity https://t.co/JHDt9uRpoN,2023-04-11,en
@UtdPlug United suffered their worst defeat in premier league history. Without being handed a energy drink cup everyone would be looking him out facts,2023-04-11,en
@A_Goyzueta4 esa es la orejona o una premier league? xd https://t.co/Hv3PCk1D3t,2023-04-11,es
"@JamesPearceLFC If true, a massive decision for FSG not to back up Klopp with enough funds. Fans will not be happy. At age 19, he would have been a great investment for many years. An even worse decision if he goes to a premier league rival.",2023-04-11,en
"@ukemerinho No Pep wins FA. Real Champions league, Arsenal premier league. We’re all happy lol",2023-04-11,en
im just going to go back to crying about the premier league table 💀💀,2023-04-11,en
"The Premier League has announced that Arsenal home league game against Chelsea on Saturday April 29th has been moved to Tuesday, May 2, kicking off at 8pm…😎 https://t.co/TU1ks7ujLs",2023-04-11,en
@btsportfootball Even though I’m an arsenal fan fighting a title with them take nothing away from how incredible this team is &amp; to think we are competing with them is unreal also whoever wins the premier league it’s been a fantastic season,2023-04-11,en
@LFC_000 I am glad he left the premier league. Always was world class against us.,2023-04-11,en
@InterDD @PrimeVideoBR Estilo premier league,2023-04-11,es
👀 Keylor Navas le echa ojitos al América 🦅https://t.co/lXpUbcSBoc#TUClausura2023 | #LigaMX | #PremierLeague,2023-04-11,es
One of the best centre-backs in Premier League history 👏(via Squawka Football) https://t.co/IIGZWgCZ2y,2023-04-11,en
"@aop_mike @NBA_jiggy @W_I_N_C_O Lmao 🤣 I forgot I was winning the premier league when I won the last champions league trophy,just keep playing I’m cooking Madrid tomorrow and it’s fact I don’t have to believe what you believe👌",2023-04-11,en
"@olivertudge1 To be fair to him, first one he’s speaking about in the world, 2nd one was strictly premier league.",2023-04-11,en
"@AVFCCharlie Just a comment about the stats. It’s obviously not what’s going to determine a game, but they are useful to look at. That is why every Premier League club including Villa spends so much on data and analysts.",2023-04-11,en
"@CACoates96 He'll probably go to Madrid. Why join a 5 horse race when you can join a 3 horse race.We could get a few proven premier league players, might be some bargains from the relegated teams. Looks at the difference Casimero made at Manchester. A few good signings and we'll be back",2023-04-11,en
@MrIzz411 @FUT_Yaso @TheGoa7 @hip_hop1234567 @CF_Compss Vidic watching the apparent “GOAT Premier League” centerback with only one league title get cooked this season while chilling with his threepeat and 5 medals: https://t.co/dusYuOM09e,2023-04-11,en
@Jesusdlcj @FIFA22_INFO Not after this upgrade and if he gets another one he’ll be the highest rated premier league player.,2023-04-11,en
Gabriel Martinelli marcou sete gols e uma assistência nos últimos oito jogos da Premier League pelo Arsenal! 🔴🤩O Criador de Diferenças! 🙌 https://t.co/QzPeBKbs5A,2023-04-11,pt
"INFO 🇲🇦 ⚽ :Ziyech ne rejoindra pas le Paris Saint Germain cet été, comme déjà dis il restera au moins une saison de plus à Chelsea 💙.Zaroury est dans le viseur de plusieurs clubs (Premier League, Bundesliga, Ligue 1) dont L'Olympique de Marseille 💙 🤍. 1/2       ⬇️",2023-04-11,fr
▶️ ¿SABÍAS ESTO? |🤔⚽El club cuyo dueño es “Deadpool” sueña con la Premier League.Los “Dragones Rojos” son el tercer equipo profesional más antiguo.💥https://t.co/4LUb39mAKA,2023-04-11,es
"Se os jogadores são aplaudidos hoje em dia por fazer double double (10/10), imagina o Rei da PL que fez 20/20 KKKKKKKKO maior da história da Premier League, não tem jeito https://t.co/Y4v40wI7CI",2023-04-11,pt
"o Jorge Jesus tem a convicção de que vai ganhar Champions, Premier League, Europa League na Europa né kkkkkkkkk coitado.o Abel Ferreira vai ficar no palmeiras por muito tempo, pq ele entende que o ambiente a qual ele vive, ele não vai viver em outro lugar e pra ele tá ótimo",2023-04-11,pt
Celtic player told to stay amid Premier League rumourshttps://t.co/EymVfsAIdz,2023-04-11,en
"@EnzoSalgado12 La temporada de Clubes acaba en Junio. A Haaland le queda 9 partidos en la Premier League, 4 de Champions (si logra llegar a la final) y 2 partidos de la FA Cup ( si llega a la final). Le quedan 16 partidos en total.",2023-04-11,es
"As far as his football is concerned, #Haaland has taken the Premier League by storm since moving to Man City in the summer. https://t.co/9R1BsRemDr",2023-04-11,en
Referee stood down for elbowing Liverpool's Andy Robertson as Football Association investigates Premier League clash https://t.co/3OnTNg6Mzr https://t.co/wRTCWsz0kz,2023-04-11,en
⚽️L’attaquant citizen fait tomber un nouveau record en Ligue des Champions #Sna #ErlingHaaland #PremierLeaguehttps://t.co/nBRRz5Mvi2,2023-04-11,fr
@WHUgameday Why don't you show true premier league wins which is what matters. No just highlight false bullshit crap as well.,2023-04-11,en
The next ten premier league winners:2017: Chelsea2018: Manchester city2019: Manchester City2020: Liverpool 2021: Manchester City 2022:Manchester City 2023: Arsenal2024: Manchester United 2025 Manchester City 2026: Tottenham,2023-04-11,en
"Man, this goes on forever #bluejays, could you imagine this at a Premier League game! Let's go already",2023-04-11,en
"@DanniKemas @Sirjeff77 @ESPNFC He has been pretty consistent since Dortmund so he deserves every accolade he's getting now because it's the premier league, so called hardest league in the world",2023-04-11,en
The moment I saw this lineup against Liverpool in the Premier League I knew pep was going to get it right in the champions league. He’s using the same tactics and mentality to win games and I pray he doesn’t overthink and do the unthinkable again 😂 @ManCity,2023-04-11,en
@futtmais Cara vai deixar de trampar na premier league para jogar no brasileirão kkkkkCada fake pqp,2023-04-11,pt
@bethTmufc You wouldn't be relevant without social media Beth. Manchester city are just noisy neighbors i don't consider them rivals just yet. They can't match our premier league titles even an they're yet to win a champions league. So I'd prefer them to win over Arsenal.,2023-04-11,en
@xlbryanfcb Winning the champions and premier league soon ... then julian will complete football in young ages 🥰😂,2023-04-11,en
"@David07023795 @psg_chief messi already has 7, he needs to let the younger generations shine. Haaland has been amazing this year, better than messi and deserves it. it’s not his fault norway is terrible and cldnt qualify. look at what he’s doing in the premier league and champions league. messi could neve",2023-04-11,en
"20 años y aún no existe el HD, la señal horrible se corta cada 10 segundos, Estadio TNT Sports depende del día si funciona, repiten puros partidos añejos de Colo-Colo y la U, además de cara la wea, pero es lo único que hay para ver la Chilean premier league 🤔🤔🤔😑😑😑😑🙈🙈🙈",2023-04-11,es
"@musialamessi72 @BlaZerrFNNN @_BeFootball Bah écoute à 35 ans ont était dans les bails la nous : 35 ans 31 buts en seria A , à 37 ans ont était en Premier League le championnat le plus dur du foot avec 18buts 30 matchs . Pendant que vous à 35 ans sa marche contre bayern en ldc https://t.co/MR0EZU6ktD",2023-04-11,fr
The Indian Premier League is a brilliant thing – but is killing Test #cricket | Barney Ronay https://t.co/yjFeAjJSlD,2023-04-11,en
@MuckersThe Pottsy got us into theFirst and Holmsey will get us back into the Championship where we will truly belong before building and staying in the Premier League. The owner and manager I am not sure. Tangever.,2023-04-11,en
Celtic player told to stay amid Premier League rumours #Hoops #HH #Bhoys #CelticFC #Celtic https://t.co/EH8CFtTJnD,2023-04-11,en
"@AriasRm_81 @MatteMoretto @relevo Lleva 11 goles y 4 asistencias esta temporada. Ademas de ser el tercer jugador con mas recuperaciónes de la Premier League. y le llamás gravesen, que ves mucho futbol chaval",2023-04-11,es
@salmawysalma In his mind he’s just another premier league player dating a model,2023-04-11,en
"@TomideZone @FPLProp @PremLeaguePanel Yeah and the best is, he’s not obsessed over Premier League football like all else, he enjoys all kinds of football.",2023-04-11,en
@centregoals That standard blue premier league badge isn’t gonna look as good as the one city are gonna get,2023-04-11,en
"@TIRANDO1010 Me encanta la Premier League acá cobran mancha los árbitros, no es penal ni loco se deja caer.",2023-04-11,es
@JMusialinho Hopefully Premier League relegates them and their fake fans to the 3rd division,2023-04-11,en
Albion:  Albion to play in Premier League pre-season tournament in America https://t.co/dmC9dKpURQ,2023-04-11,en
"@tv3_ghana When was the last time you tweeted about any player, playing in the ghana premier league?  Use your platform to support our local talent",2023-04-11,en
"@PLinUSA I'm excited because I could possibly go to a ""Premier League"" game.Ik it's friendlies but I'd think it'd be tons of fun.",2023-04-11,en
"@StretfordPaddck Last time I checked the awards given in the championship and the premier league don't carry the same weight, as is the responsiblity being manager of United and any championship club. Different Class.",2023-04-11,en
"@f_c_slander Ohh really??? He won Ballon d'or, champions league, won the premier league four times in a row?? Interesting, didn't even know",2023-04-11,en
@Orbinho And he's still begging for one Premier league 🥉 🤔,2023-04-11,en
"@WC_LFC_Torres @BackseatsmanLFC You are assuming he actually has any ambition of playing in the Premier League, and that if he does that nobody else but Liverpool would sign him. There are numerous clubs in this league with the ability to pay what Dortmund want for him.",2023-04-11,en
"Premier league fans,Bayern fans gotta message for your oil money owners",2023-04-11,en
@russellcrowe just imagine the gladiator coming back to his ancestral roots in #wrexham by leading to a little club called @FCUtdofWxm all the way into the welsh premier league and then into the @ChampionsLeague russell. that would be a true underdog story in its own right! have a think 💭 https://t.co/sH09yrL8pZ,2023-04-11,en
Premier League soccer coming to the Linc this summer - NBC Sports || #BreakingSportsNews Courtesy of AndyKirkham - Hydration for Sports Health and Life! https://t.co/oVIldduP65,2023-04-11,en
Is John Stones slowly creeping towards claiming the title of both greatest ever English CB and also best ever Premier League defender?,2023-04-11,en
@MiguelDelaney @sgevans I'd say the Premier League is doing just fine.  No one is itching for anything Bundesliga.,2023-04-11,en
"Mitrovic nudged the ref and there was outrage, he elbows a player and it's an over reaction 🤣🤣🤣These officials get away with murder!!! How many people can be that shit at their jobs and constantly get away with it without being fired. #PremierLeague",2023-04-11,en
"Robert Re Alves Barbosa (19 years) played 98 minutes for Zenit as a Defender. Game: Lokomotiv Moskva - Zenit, 1 - 2 from Premier League, RussiaDate: 2023-04-09  #Zenit #scouting #football",2023-04-11,en
@perceptions420 imagine he breaks alan shearer's record by &gt;10 goals. bro is about to disrespect every premier league striker in history,2023-04-11,en
"🤖https://t.co/wo72CO251e Bot🔔FulltimeBet: Fulltime Asian Handicap: UWI Blackbirds -1.0,-1.5 @ 2.0🆚UWI Blackbirds vs. Deacons FC🇧🇧Barbados Premier League⏱️16📣0-0📈Value: 15.14%📱#Bet365#Football #LiveBet #Inplay #Betting #Bethttps://t.co/ki4d8Efo9K",2023-04-11,en
Premier League referee Stuart Attwell survives axe after howler against Brighton #COYS #Spurs | Daily Mail https://t.co/64IeM68LJY,2023-04-11,en
"@f1sophie7 Thank you! Why is it a shame supporting Arsenal 😜 The rivalry between our teams goes along way, it’s what it made the Premier League exciting till this day",2023-04-11,en
Bah arrête de le faire jouer MDC ou DG en Premier League enfoiré,2023-04-11,fr
"@takkezokensei @TNTSportsBR @fredcaldeira @TNTbr @HBOMaxBR Stones e walker, uns dos melhores da defesa Inglesa, ake revelação holandesa em clube menos da Premier League, Ruben revelação portuguesa, De Bruyne no Wolfsburg e sua potencialidade, Julian no River Plate imparável, Sterling no Liverpool e Rodri um dos principais do Villarreal",2023-04-11,pt
"@LeonesCaracas4 @RadioFCB Decir eso, cuando le ficharon era top 5 de jugadores en la premier league. Quizás, no los valía, pero el precio se infla al ser el Manchester City y que lo compraron a un rival directo (Aston Villa).",2023-04-11,es
@_andrebastosof Desde Obi Mikel não tinha um nigeriano tão bom na Premier League,2023-04-11,pt
"@gerasofascore @firenx22 @KefrenLutson ele n teria intensidade física pra aguentar uma jornada de 38 rodadas da premier league. mas num coletivo firme em torno dele, poderia facilmente levar a UCL. qnd messi ta confortável e bem apoiado, é quase impossível pará-lo",2023-04-11,pt
MY PREDICTION FOR EVERY LEAGUE NEXT SEASON IN THE 92PREMWinners - Man CityUCL - Man United / Arsenal / SpursEL/CL - Newcastle / Liverpool / ChelseaRelegated - Notts Forest / Sheff Utd / Middlesbrough#PremierLeague #92Football,2023-04-11,en
@kkfla737 Standard Premier League fan making excuses and turning a blind eye,2023-04-11,en
"The Premier League Summer Series - featuring Aston Villa, Brentford, Brighton &amp; Hove Albion, Chelsea, Fulham and Newcastle - is coming to the U.S. https://t.co/EazOsRwBuv",2023-04-11,en
@AleValentini02 @MarkMorrison999 @scotwilliams @FabrizioRomano premier league becomes the greatest league because of the foreign managers and Players,2023-04-11,en
2022/23 Panini Prizm Premier League Antonee Robinson 1/1 NEBULA Choice USA USMNTEnds Mon 17th Apr @ 10:30pmhttps://t.co/5XFdRpXjIr https://t.co/BpaxBwFV29,2023-04-11,ht
"The Premier League fixture between Arsenal FC and Chelsea FC at Emirates Stadium, scheduled to take place on Saturday 29 April at 5.30pm will now take place on Tuesday 2 May at 8:00pm BST (UK time). In the UK the game will be live on Sky Sports.",2023-04-11,en
"L'attaquant de Manchester City, Erling Haaland, est devenu le premier joueur de Premier League  à marquer 45 buts en une saison, toutes compétitions. Le norvégien a réussi à dépasser l'ailier de Liverpool Mohamed Salah, auteur de 44 buts lors de la saison 2017-2018,",2023-04-11,fr
@BBCSport 🤣🤣 Also could read as “Liverpool decide not to entertain Champions League football or the Premier League title for the foreseeable future”.,2023-04-11,en
"@Fel1p1nhozn @HistoryLucas @Luiz_cec97 @liberta___depre só Haaland tem mais gols que o Chelsea na premier league mané, somente 1(UM) jogador tem mais gols",2023-04-11,pt
"Lamentablemente la competitividad se acabó, ya no existe rival que iguale al Argentinos de Milito en toda Argentina y Sudamerica, tal vez es hora de que argentinos vaya a Europa a jugar la Champions, o unirse a la Premier League y competir por el campeonato contra el big six.",2023-04-11,es
Italians and the premier league 😏,2023-04-11,en
Premier League Summer Series coming to Philadelphia https://t.co/7ybv3kdNXR,2023-04-11,en
Ni Bundesliga ni Premier League aucune ligue n’est difficile pour haaland🤩❤️‍🔥 https://t.co/OUBMLErjKX,2023-04-11,fr
"@lazarov83 @Malachians @dw_sports Premier league best players and managers are foreigners and the competition that they always dream about is the ucl , not playing against wolves.. Take premier league clubs out of the ucl and the premier league will be full with english overrated dross. Top players wouldn’t join",2023-04-11,en
@etok_prince @Patrick_Hooton @maarius030 @eurofootcom Bundesliga is like a one club league. Bayern Munich win everything and most people have no idea about other club’s players or mangers. Premier League is beyond Bundesliga.,2023-04-11,en
"➤ ¿Quién lidera la tabla de goleadores en la Premier League? Haaland (30 goles).➤ ¿Quién ha sido el máximo goleador en la Champions League? Haaland (11 goles).➤ ¿Quién ha marcado más goles en toda la temporada? Haaland (45 goles).➤ ¿Quién ha tenido más participaciones en goles en la temporada? Haaland (51 goles).Haaland, el depredador del fútbol.",2023-04-11,es
Celtic player told to stay amid Premier League rumourshttps://t.co/zGxAHnoK9O,2023-04-11,en
"Habrá un club italiano en la final de la Champions League, esto es resultado de 2 cosas: un buen sorteo y el levante de la Serie A, que para mí es la 2da mejor liga de Europa por detrás de la Premier League. Los que te dicen que en Italia se juega a patear, se quedaron en los 90.",2023-04-11,es
"Es increíble lo infravalorada que está la campaña 2007-2008 de Cristiano Ronaldo en el Manchester United siendo extremo por izquierda.42 goles totales, en todas las competencias.Máximo goleador de Premier League y además la ganó.Se llevó la Champions League con gol suyo. 🇵🇹🫰 https://t.co/cZl3rUE0Bs",2023-04-11,es
@PLinUSA Premier League in the US! I’m there!!! Best league in the world simple as that!!!,2023-04-11,en
@talkSPORT Throw fsg in that and get back to football being run for the fans and the Premier league regulating clubs with spending  wage and fee caps. It's how you fight the greed in football. Want it done?,2023-04-11,en
"@haveigotnews Well the same could be said for most Premier League Champions recently if you change Celebrity to Billionaire 🤷🏻‍♂️ Thats just Football, where you been hiding  🤣",2023-04-11,en
Haaland's 45 goals this season across competitions are the MOST by a PL playerErling Haaland has now scored more goals in all competitions in a single season than any other Premier League player in history.,2023-04-11,en
"@dmlynch Liverpool lack of signing Midfielders last Summer was the failure of the owners and cost Liverpool the chance of completing for trophies, including the  Premier league title, too.",2023-04-11,en
@RaeComm Does he mean the 2nd or 3rd premier league? 🤷,2023-04-11,en
@kajkaprice @prettycan4 that's how english football works -- premier league teams have women's sides. honestly it makes a lot more sense to share facilities and resources!,2023-04-11,en
What a waste of money!  The worst transfers in Premier League history...https://t.co/hR1Y3avRG1,2023-04-11,en
@Hypatee 😂😂😂😂 you will witness the best football the premier league has ever seen in these last 8 games!,2023-04-11,en
"When Arsenal win the premier league, City are knocked out of Europe by Bayern or Madrid and Manchester United win the FA Cup, Pep's record setting Haaland and his Man City fan boys will end the season trophy-less, all those goals for nothing.",2023-04-11,en
@epitomestv @Takumi_Val You’re creating the most bizarre false narrative if you follow the Premier League for a season you’ll understand how hilariously wrong you are,2023-04-11,en
"📂 Según @sport , desde Inglaterra se apuntaría a que los clubs de la Premier League tienen ventaja respecto al FC Barcelona por Vitor Roque ❌ La difícil situación económica del Barça sería el gran obstáculo para incorporar al delantero brasileño",2023-04-11,es
"ZIMBABWE international, Sikandar Raza has settled well in India where he is taking part in his debut Indian Premier League (IPL) season with the Punjab Kings.@SRazaB24 @brandon_malvin https://t.co/rvKTeDssYJ",2023-04-11,en
Premier League estrenará torneo de pretemporada en Estados Unidos.#Latinus #InformaciónParaTihttps://t.co/q8DxojbfiX,2023-04-11,es
@90sfootball All lies.  Big cover up by Sanderson and the Premier League.  Never happened.,2023-04-11,en
"Ahhhh….però es Director esportiu?, jo diria no ho ha proclamat ningú  La Premier League tienta a Jordi Cruyff https://t.co/pb0d0CuAIW",2023-04-11,ca
@FCBayern Premier league team of coure it’s going to be hard,2023-04-11,en
"John Stones viene dejando exhibiciones fascinantes y consistentes en dos Mundiales, Eurocopa, Premier League y Champions que ya deberían meterlo en la conversación como uno de los mejores centrales del planeta.Y no solo es el nivel, es que es absolutamente clave en sus equipos.",2023-04-11,es
@ConcordTobby @Sharkfinn721 @premierleague @ManCity @ErlingHaaland No man We want them to go to FA &amp; Champions leage final so they have more games. They'll be tired for premier league Why would we want them to win the leage. That makes no sense,2023-04-11,en
"According to the Sierra Leone Premier League board, after successful deliberations with the 4 clubs, they've resolved to play the two outstanding matches for the first round on Wednesday 12th April 2023. #SaloneTwitter https://t.co/6BPaaiiTyX",2023-04-11,en
@MufcWonItAll Jaap Stam is above every defender in the premier league regardless of trophies,2023-04-11,en
"@MileTrecarichi C’è una guerra in atto. Tra chi appoggia la SuperLega da un lato (Juve, Real Madrid, Barcellona e lobbies comprese) e chi la contrasta (UEFA, FIGC e lobbies comprese). La Premier League è una lobby a sé stante. Tutte le vicende giudiziarie nascono da questo contrasto",2023-04-11,it
"I'm a little flabbergasted that some teams who actually need Premier league proven midfielders, haven't been linked with Palhinha.  Quality player.",2023-04-11,en
"@Alex_SaoPauloFC @enunesspfc Alex, na Premier League é proibido gramados artificiais.",2023-04-11,pt
@LeeJR___ All 20 Premier league clubs are probably all as bad as eachother.,2023-04-11,en
What a waste of money! Worst transfers in Premier League history… https://t.co/zLnm1AH4pl #Coronavirus #dailymail,2023-04-11,en
